shape_id,shape_pt_lat,shape_pt_lon,shape_pt_sequence,shape_dist_traveled
Route_213,43.4660694669373,-3.79935845732779,19059,4617
Route_213,43.4656032307941,-3.79967361688704,19060,4675
Route_213,43.4655759767955,-3.79970043897719,19061,4679
Route_213,43.4655535895732,-3.7997379899034,19062,4683
Route_213,43.4654630672421,-3.7999002635488,19063,4699
Route_213,43.465442626697,-3.79992842674346,19064,4703
Route_213,43.4654202394253,-3.79995524883361,19065,4706
Route_213,43.4653890919031,-3.79997536540122,19066,4710
Route_213,43.4653521041996,-3.79998341202826,19067,4714
Route_213,43.4652849422592,-3.79998743534179,19068,4721
Route_213,43.4651973396162,-3.7999901175508,19069,4731
Route_213,43.4651243373166,-3.7999901175508,19070,4739
Route_213,43.4650124002859,-3.79996597766967,19071,4752
Route_213,43.4648517946192,-3.79993915557952,19072,4770
Route_213,43.4648196734346,-3.79993781447501,19073,4773
Route_213,43.4647962291866,-3.7999270856385,19074,4776
Route_213,43.4647700315704,-3.79993110895247,19075,4777
Route_213,43.4647465873031,-3.79995658993766,19076,4781
Route_213,43.4647300399996,-3.79999548196838,19077,4784
Route_213,43.4647217552323,-3.80004494567633,19078,4788
Route_213,43.4647076524641,-3.80032807588623,19079,4811
Route_213,43.4646765045748,-3.80057752132461,19080,4831
Route_213,43.4646648241122,-3.80063384771393,19081,4836
Route_213,43.4646521702751,-3.80067944526718,19082,4840
Route_213,43.4646307560833,-3.80071163177536,19083,4844
Route_213,43.4646025282734,-3.80076259374664,19084,4849
Route_213,43.4645616465943,-3.80081221461342,19085,4855
Route_213,43.4644682026526,-3.80091816186951,19086,4868
Route_213,43.4644068799874,-3.80098789930389,19087,4877
Route_213,43.4643864390852,-3.8010241091256,19088,4881
Route_213,43.4643708650598,-3.80106702446983,19089,4885
Route_213,43.464360157915,-3.80110457539604,19090,4888
Route_213,43.4643543176534,-3.80113139748619,19091,4890
Route_213,43.4643406903741,-3.80128026008652,19092,4902
Route_213,43.4643251163369,-3.80147203803108,19093,4918
Route_213,43.4643027286515,-3.80166381597565,19094,4934
Route_213,43.4642725539318,-3.80187436938332,19095,4951
Route_213,43.4642306986507,-3.80215063691185,19096,4974
Route_213,43.4641956569976,-3.80243495106743,19097,4997
Route_213,43.4641937102385,-3.80252078175591,19098,5004
Route_213,43.4641898167201,-3.80262538790749,19099,5013
Route_213,43.4641820296826,-3.80273133516358,19100,5021
Route_213,43.4641761894038,-3.80282655358361,19101,5029
Route_213,43.4641645088445,-3.80294859409379,19102,5039
Route_213,43.4641323872948,-3.80312159657525,19103,5053
Route_213,43.4640788513407,-3.80340188741731,19104,5077
Route_213,43.4640097412208,-3.80367949605035,19105,5101
Route_213,43.463963393921,-3.80383955157835,19106,5115
Route_213,43.4639347907197,-3.80393832922029,19107,5123
Route_213,43.4639299238009,-3.80400404334115,19108,5128
Route_213,43.4638948819735,-3.80411535501527,19109,5137
Route_213,43.4638842166915,-3.80424092496948,19110,5148
Route_213,43.4636924176841,-3.80611225962687,19111,5301
Route_213,43.4636817104192,-3.80625441670466,19112,5312
Route_213,43.4637004341097,-3.80742417873747,19113,5407
Route_213,43.4637040050384,-3.80764735744197,19114,5425
Route_213,43.4637021515597,-3.80867511034061,19115,5508
Route_213,43.4636992313972,-3.80872204899837,19116,5512
Route_213,43.4636904709088,-3.80873546004344,19117,5513
Route_213,43.4636748967041,-3.80875289440204,19118,5516
Route_213,43.4636554289426,-3.80876228213359,19119,5518
Route_213,43.4636301208433,-3.80876228213359,19120,5521
Route_213,43.4635950788421,-3.80875959992458,19121,5525
Route_213,43.463328369612,-3.80874887108852,19122,5554
Route_213,43.463296247618,-3.808744847775,19123,5558
Route_213,43.4632573118448,-3.808744847775,19124,5562
Route_213,43.4632203228371,-3.80875959992458,19125,5566
Route_213,43.4631735998477,-3.80877837538768,19126,5572
Route_213,43.4630159094916,-3.80885481834461,19127,5590
Route_213,43.4629944947202,-3.80886554718067,19128,5593
Route_213,43.4629438779575,-3.80887627601672,19129,5599
Route_213,43.4629078621583,-3.80888700485278,19130,5603
Route_213,43.4628767133417,-3.80888432264377,19131,5606
Route_213,43.4628582187242,-3.80886554718067,19132,5609
Route_213,43.4628290166851,-3.80881860852291,19133,5614
Route_213,43.4627988412299,-3.80875557661105,19134,5620
Route_213,43.4627530913175,-3.8086737692361,19135,5684
Route_244,43.4588101628989,-3.81090549402286,19136,0
Route_244,43.4591835180188,-3.81113737821629,19137,46
Route_244,43.4593402449131,-3.81121516227772,19138,64
Route_244,43.4593606875215,-3.81121918559124,19139,66
Route_244,43.4593898912359,-3.81121516227772,19140,70
Route_244,43.4594122807407,-3.81120041012814,19141,72
Route_244,43.4594307764123,-3.81116956472447,19142,76
Route_244,43.459452192446,-3.81113469600727,19143,79
Route_244,43.4594638739158,-3.81109312176754,19144,83
Route_244,43.4594716615611,-3.81104350090077,19145,87
Route_244,43.4594755553833,-3.8110139966016,19146,89
Route_244,43.4594755553833,-3.81097510457089,19147,93
Route_244,43.4594648473715,-3.81094291806271,19148,95
Route_244,43.459433696781,-3.81090804934552,19149,100
Route_244,43.4594044930878,-3.8108865916734,19150,104
Route_244,43.4593626344363,-3.81087183952381,19151,108
Route_244,43.4593285634194,-3.81086245179226,19152,112
Route_244,43.4592974127587,-3.8108329474931,19153,116
Route_244,43.4592613947872,-3.81081685423901,19154,121
Route_244,43.4590540476691,-3.81074443459561,19155,144
Route_244,43.4589537809673,-3.81081953644802,19156,155
Route_244,43.4588583814268,-3.81081014871647,19157,165
Route_244,43.4587668756036,-3.81075382232716,19158,177
Route_244,43.4587269634459,-3.8107068836694,19159,182
Route_244,43.4587191757047,-3.81061434745838,19160,190
Route_244,43.4587590878676,-3.81050705909779,19161,199
Route_244,43.4588145754649,-3.81046012044003,19162,206
Route_244,43.4589070546806,-3.81048157811215,19163,217
Route_244,43.4590390636332,-3.81057117278201,19164,233
Route_244,43.4593162498279,-3.81070801849699,19165,266
Route_244,43.4594766154564,-3.81078984263812,19166,285
Route_244,43.4614840942891,-3.81175965070975,19167,521
Route_244,43.4617932179363,-3.81181954105197,19168,556
Route_244,43.4618400326331,-3.8117878139024,19169,561
Route_244,43.4618420628423,-3.81130635738473,19170,595
Route_244,43.4618054699249,-3.81098131278427,19171,622
Route_244,43.4616658740306,-3.81075918674569,19172,645
Route_244,43.4616631201741,-3.81074690645706,19173,646
Route_244,43.4615032010618,-3.81003379027072,19174,707
Route_244,43.4614761334844,-3.80991309204751,19175,717
Route_244,43.4614108373826,-3.80962193012336,19176,742
Route_244,43.4613933157412,-3.8093416392813,19177,764
Route_244,43.461382608069,-3.80846455693343,19178,835
Route_244,43.4614380932589,-3.80724549293614,19179,933
Route_244,43.4614381705403,-3.80724444600483,19180,934
Route_244,43.4614906581285,-3.80653336644269,19181,991
Route_244,43.4614908230205,-3.80653156645981,19182,992
Route_244,43.4617645587884,-3.80354299244978,19183,1235
Route_244,43.4618401160074,-3.80271792411897,19184,1302
Route_244,43.4618274615791,-3.80260393023583,19185,1312
Route_244,43.4617573754665,-3.80250200629327,19186,1323
Route_244,43.4617086211329,-3.802447021008,19187,1329
Route_244,43.4616580032937,-3.80234777927445,19188,1339
Route_244,43.4616677374968,-3.80224585533188,19189,1347
Route_244,43.4617173819085,-3.80209296941803,19190,1361
Route_244,43.4618458731376,-3.8013312220578,19191,1423
Route_244,43.4620210880099,-3.79948049783752,19192,1574
Route_244,43.4620215747769,-3.79947489437067,19193,1575
Route_244,43.4621632063667,-3.79784435033843,19194,1708
Route_244,43.4621637100923,-3.79783064449503,19195,1709
Route_244,43.4621787809608,-3.79742056131408,19196,1742
Route_244,43.4621824664562,-3.79741443680891,19197,1743
Route_244,43.4627453040949,-3.79647910594984,19198,1841
